T_H,LST_Gauge,SUGRA_Gauge,source_files,num_sources
26,e7 + e8 + 3 f4 + 3 su2+g2 + su2+so7+su2 + su3,e7 + e8 + 3 f4 + 4 su2+g2 + su2+so7+su2 + su3,T027/Ext2,1
26,e7 + e8 + 3 f4 + 3 su2+g2 + su2+so7+su2 + su3,e7 + e8 + 3 f4 + so8 + 3 su2+g2 + su2+so7+su2 + 2 su3,T027/Ext2,1
26,e7 + e8 + 3 f4 + 3 su2+g2 + su2+so7+su2 + su3,e7 + e8 + 3 f4 + so8 + 4 su2+g2 + su2+so7+su2,T027/Ext2,1
26,e7 + e8 + 3 f4 + 4 su2+g2 + su3,e7 + e8 + 3 f4 + 4 su2+g2 + su2+so7+su2 + su3,T027/Ext3,1
26,e7 + e8 + 3 f4 + 4 su2+g2 + su3,e7 + e8 + 3 f4 + 5 su2+g2 + 2 su3,T027/Ext3,1
26,e7 + e8 + 3 f4 + 4 su2+g2 + su3,e7 + e8 + 3 f4 + 5 su2+g2 + su2+so7+su2,T027/Ext4,1
26,e7 + e8 + 3 f4 + 4 su2+g2 + su3,e7 + e8 + 3 f4 + 6 su2+g2,T027/Ext3,1
26,e7 + e8 + 3 f4 + 4 su2+g2 + su3,e7 + e8 + 3 f4 + so8 + 3 su2+g2 + su2+so7+su2 + 2 su3,T027/Ext3,1
26,e7 + e8 + 3 f4 + 4 su2+g2 + su3,e7 + e8 + 3 f4 + so8 + 3 su2+g2 + su2+so7+su2 + su3,T027/Ext2,1
26,e7 + e8 + 3 f4 + 4 su2+g2 + su3,e7 + e8 + 3 f4 + so8 + 5 su2+g2,T027/Ext2,1
26,e7 + e8 + 3 f4 + 4 su2+g2 + su3,e7 + e8 + 3 f4 + so8 + 5 su2+g2 + su3,T027/Ext3,1
26,e7 + e8 + 3 f4 + 4 su2+g2 + su3,e7 + e8 + 4 f4 + 5 su2+g2 + su3,T027/Ext3,1
26,e7 + e8 + 3 f4 + 5 su2+g2,e7 + e8 + 3 f4 + 4 su2+g2 + su2+so7+su2 + su3,T027/Ext2,1
26,e7 + e8 + 3 f4 + 5 su2+g2,e7 + e8 + 3 f4 + 6 su2+g2,T027/Ext2,1
26,e7 + e8 + 3 f4 + 5 su2+g2,e7 + e8 + 3 f4 + so8 + 4 su2+g2 + su2+so7+su2,T027/Ext2,1
27,10 so8 + 2 su2+g2,2 e7 + 10 so8 + 2 su2+g2,T028/Ext2,1
27,10 so8 + 2 su2+g2,e6 + e8 + 10 so8 + 2 su2+g2,T028/Ext2,1
27,10 so8 + 2 su2+g2,e7 + e8 + 10 so8 + 2 su2+g2,T028/Ext2,1
27,10 so8 + 2 su2+g2,e7p + e8 + 10 so8 + 2 su2+g2,T028/Ext2,1
27,10 so8 + 2 su2+g2,e8 + 10 so8 + su2+g2 + su2+so7+su2,T028/Ext2,1
27,10 so8 + 2 su2+g2,e8 + 11 so8 + 2 su2+g2,T028/Ext2,1
27,10 so8 + 2 su2+g2,e8 + f4 + 10 so8 + 2 su2+g2,T028/Ext2,1
27,11 so8 + su2+g2,e8 + 11 so8 + 2 su2+g2,T028/Ext2,1
27,11 so8 + su2+g2,e8 + 11 so8 + su2+g2 + su3,T028/Ext2,1
27,11 so8 + su2+g2,e8 + 12 so8 + su2+g2,T028/Ext2,1
27,2 e6 + 3 e7 + 4 su2+so7+su2 + su3,2 e6 + 3 e7 + so8 + 4 su2+so7+su2 + 2 su3,T028/Ext2,1
27,2 e6 + e8 + 2 f4 + 3 su2+g2 + 2 su3,2 e6 + 2 e8 + 2 f4 + 3 su2+g2 + 4 su3,T028/Ext3,1
27,2 e6 + e8 + 2 f4 + 3 su2+g2 + 2 su3,2 e6 + e7 + e8 + 2 f4 + 3 su2+g2 + 4 su3,T028/Ext3,1
27,2 e6 + e8 + 2 f4 + 3 su2+g2 + 2 su3,2 e6 + e7p + e8 + 2 f4 + 3 su2+g2 + 4 su3,T028/Ext3,1
27,2 e6 + e8 + 2 f4 + 3 su2+g2 + 2 su3,3 e6 + e8 + 2 f4 + 3 su2+g2 + 4 su3,T028/Ext3,1
27,2 e6 + e8 + 2 f4 + 3 su2+g2 + 3 su3,2 e6 + e7 + e8 + 2 f4 + 3 su2+g2 + 5 su3,T028/Ext3,1
27,2 e6 + e8 + 2 f4 + 3 su2+g2 + 3 su3,2 e6 + e7 + e8 + 2 f4 + 3 su2+g2 + 6 su3,T028/Ext4,1
27,2 e6 + e8 + 2 f4 + 3 su2+g2 + 3 su3,2 e6 + e7 + e8 + 2 f4 + 3 su2+g2 + su2+so7+su2 + 3 su3,T028/Ext4,1
27,2 e6 + e8 + 2 f4 + 3 su2+g2 + 3 su3,2 e6 + e7 + e8 + 2 f4 + 4 su2+g2 + 3 su3,T028/Ext3,1
27,2 e6 + e8 + 2 f4 + 3 su2+g2 + 3 su3,2 e6 + e7 + e8 + 2 f4 + 4 su2+g2 + 4 su3,T028/Ext4,1
27,2 e6 + e8 + 2 f4 + 3 su2+g2 + 3 su3,2 e6 + e7 + e8 + 2 f4 + so8 + 3 su2+g2 + 4 su3,T028/Ext3,1
27,2 e6 + e8 + 2 f4 + 3 su2+g2 + 3 su3,2 e6 + e7p + e8 + 2 f4 + 3 su2+g2 + 5 su3,T028/Ext3,1
27,2 e6 + e8 + 2 f4 + 3 su2+g2 + 3 su3,2 e6 + e7p + e8 + 2 f4 + 3 su2+g2 + 6 su3,T028/Ext4,1
27,2 e6 + e8 + 2 f4 + 3 su2+g2 + 3 su3,2 e6 + e7p + e8 + 2 f4 + 3 su2+g2 + su2+so7+su2 + 3 su3,T028/Ext4,1
27,2 e6 + e8 + 2 f4 + 3 su2+g2 + 3 su3,2 e6 + e7p + e8 + 2 f4 + 4 su2+g2 + 3 su3,T028/Ext3,1
27,2 e6 + e8 + 2 f4 + 3 su2+g2 + 3 su3,2 e6 + e7p + e8 + 2 f4 + 4 su2+g2 + 4 su3,T028/Ext4,1
27,2 e6 + e8 + 2 f4 + 3 su2+g2 + 3 su3,2 e6 + e7p + e8 + 2 f4 + so8 + 3 su2+g2 + 4 su3,T028/Ext3,1
27,2 e6 + e8 + 2 f4 + 3 su2+g2 + 3 su3,3 e6 + e8 + 2 f4 + 3 su2+g2 + 5 su3,T028/Ext3,1
27,2 e6 + e8 + 2 f4 + 3 su2+g2 + 3 su3,3 e6 + e8 + 2 f4 + 3 su2+g2 + 6 su3,T028/Ext4,1
27,2 e6 + e8 + 2 f4 + 3 su2+g2 + 3 su3,3 e6 + e8 + 2 f4 + 3 su2+g2 + su2+so7+su2 + 3 su3,T028/Ext4,1
27,2 e6 + e8 + 2 f4 + 3 su2+g2 + 3 su3,3 e6 + e8 + 2 f4 + 4 su2+g2 + 3 su3,T028/Ext3,1
27,2 e6 + e8 + 2 f4 + 3 su2+g2 + 3 su3,3 e6 + e8 + 2 f4 + 4 su2+g2 + 4 su3,T028/Ext4,1
27,2 e6 + e8 + 2 f4 + 3 su2+g2 + 3 su3,3 e6 + e8 + 2 f4 + so8 + 3 su2+g2 + 4 su3,T028/Ext3,1
27,2 e7 + 2 e7p + su2+g2 + 4 su2+so7+su2,2 e7 + 2 e7p + 5 su2+so7+su2 + su3,T028/Ext2,1
27,2 e7 + 2 e7p + su2+g2 + 4 su2+so7+su2,2 e7 + 2 e7p + f4 + 5 su2+so7+su2,T028/Ext2,1
27,2 e7 + 2 e7p + su2+g2 + 4 su2+so7+su2,2 e7 + 2 e7p + f4 + su2+g2 + 4 su2+so7+su2 + su3,T028/Ext2,1
27,2 e7 + 2 e7p + su2+g2 + 4 su2+so7+su2,2 e7 + 3 e7p + 5 su2+so7+su2,T028/Ext2,1
27,2 e7 + 2 e7p + su2+g2 + 4 su2+so7+su2,2 e7 + 3 e7p + 5 su2+so7+su2 + 2 su3,T028/Ext4,1
27,2 e7 + 2 e7p + su2+g2 + 4 su2+so7+su2,2 e7 + 3 e7p + 5 su2+so7+su2 + su3,T028/Ext3,1
27,2 e7 + 2 e7p + su2+g2 + 4 su2+so7+su2,2 e7 + 3 e7p + so8 + 5 su2+so7+su2,T028/Ext3,1
27,2 e7 + 2 e7p + su2+g2 + 4 su2+so7+su2,2 e7 + 3 e7p + su2+g2 + 4 su2+so7+su2 + 2 su3,T028/Ext3,1
27,2 e7 + 2 e7p + su2+g2 + 4 su2+so7+su2,2 e7 + 3 e7p + su2+g2 + 4 su2+so7+su2 + su3,T028/Ext2,1
27,2 e7 + 2 e7p + su2+g2 + 4 su2+so7+su2,3 e7 + 2 e7p + 2 su2+g2 + 4 su2+so7+su2,T028/Ext3,1
27,2 e7 + 2 e7p + su2+g2 + 4 su2+so7+su2,3 e7 + 2 e7p + 5 su2+so7+su2,T028/Ext2,1
27,2 e7 + 2 e7p + su2+g2 + 4 su2+so7+su2,3 e7 + 2 e7p + 5 su2+so7+su2 + 2 su3,T028/Ext4,1
27,2 e7 + 2 e7p + su2+g2 + 4 su2+so7+su2,3 e7 + 2 e7p + 5 su2+so7+su2 + su3,T028/Ext3,1
27,2 e7 + 2 e7p + su2+g2 + 4 su2+so7+su2,3 e7 + 2 e7p + so8 + 5 su2+so7+su2,T028/Ext3,1
27,2 e7 + 2 e7p + su2+g2 + 4 su2+so7+su2,3 e7 + 2 e7p + su2+g2 + 4 su2+so7+su2 + 2 su3,T028/Ext3,1
27,2 e7 + 2 e7p + su2+g2 + 4 su2+so7+su2,3 e7 + 2 e7p + su2+g2 + 4 su2+so7+su2 + su3,T028/Ext2,1
27,2 e7 + 2 e7p + su2+g2 + 4 su2+so7+su2,3 e7 + 2 e7p + su2+g2 + 5 su2+so7+su2,T028/Ext4,1
27,2 e7 + 2 e7p + su2+g2 + 4 su2+so7+su2,e6 + 2 e7 + 2 e7p + 5 su2+so7+su2,T028/Ext2,1
27,2 e7 + 2 e7p + su2+g2 + 4 su2+so7+su2,e6 + 2 e7 + 2 e7p + so8 + 5 su2+so7+su2,T028/Ext3,1
27,2 e7 + 2 e7p + su2+g2 + 4 su2+so7+su2,e6 + 2 e7 + 2 e7p + su2+g2 + 4 su2+so7+su2 + su3,T028/Ext2,1
27,2 e7 + e7p + f4 + 2 su2+g2 + 3 su2+so7+su2,2 e7 + 2 e7p + 2 f4 + 2 su2+g2 + 3 su2+so7+su2,T028/Ext2,1
27,2 e7 + e7p + f4 + 2 su2+g2 + 3 su2+so7+su2,2 e7 + 2 e7p + f4 + 2 su2+g2 + 3 su2+so7+su2 + su3,T028/Ext2,1
27,2 e7 + e7p + f4 + 2 su2+g2 + 3 su2+so7+su2,2 e7 + 2 e7p + f4 + so8 + 2 su2+g2 + 3 su2+so7+su2,T028/Ext2,1
27,2 e7 + e7p + f4 + 2 su2+g2 + 3 su2+so7+su2,2 e7 + e7p + 3 f4 + 2 su2+g2 + 3 su2+so7+su2,T028/Ext2,1
27,2 e7 + e7p + f4 + 2 su2+g2 + 3 su2+so7+su2,2 e7 + e7p + e8 + 2 f4 + 2 su2+g2 + 3 su2+so7+su2,T028/Ext2,1
27,2 e7 + e7p + f4 + 2 su2+g2 + 3 su2+so7+su2,2 e7 + e7p + e8 + f4 + 2 su2+g2 + 3 su2+so7+su2 + 2 su3,T028/Ext3,1
27,2 e7 + e7p + f4 + 2 su2+g2 + 3 su2+so7+su2,2 e7 + e7p + e8 + f4 + 2 su2+g2 + 3 su2+so7+su2 + 3 su3,T028/Ext4,1
27,2 e7 + e7p + f4 + 2 su2+g2 + 3 su2+so7+su2,2 e7 + e7p + e8 + f4 + 2 su2+g2 + 3 su2+so7+su2 + su3,T028/Ext2,1
27,2 e7 + e7p + f4 + 2 su2+g2 + 3 su2+so7+su2,2 e7 + e7p + e8 + f4 + 2 su2+g2 + 4 su2+so7+su2,T028/Ext4,1
27,2 e7 + e7p + f4 + 2 su2+g2 + 3 su2+so7+su2,2 e7 + e7p + e8 + f4 + 3 su2+g2 + 3 su2+so7+su2,T028/Ext3,1
27,2 e7 + e7p + f4 + 2 su2+g2 + 3 su2+so7+su2,2 e7 + e7p + e8 + f4 + 3 su2+g2 + 3 su2+so7+su2 + su3,T028/Ext4,1
27,2 e7 + e7p + f4 + 2 su2+g2 + 3 su2+so7+su2,2 e7 + e7p + e8 + f4 + so8 + 2 su2+g2 + 3 su2+so7+su2,T028/Ext2,1
27,2 e7 + e7p + f4 + 2 su2+g2 + 3 su2+so7+su2,2 e7 + e7p + e8 + f4 + so8 + 2 su2+g2 + 3 su2+so7+su2 + su3,T028/Ext3,1
27,2 e7 + e7p + f4 + 2 su2+g2 + 3 su2+so7+su2,3 e7 + e7p + 2 f4 + 2 su2+g2 + 3 su2+so7+su2,T028/Ext2,1
27,2 e7 + e7p + f4 + 2 su2+g2 + 3 su2+so7+su2,3 e7 + e7p + 2 f4 + 2 su2+g2 + 3 su2+so7+su2 + su3,T028/Ext3,1
27,2 e7 + e7p + f4 + 2 su2+g2 + 3 su2+so7+su2,3 e7 + e7p + f4 + 2 so8 + 2 su2+g2 + 3 su2+so7+su2,T028/Ext3,1
27,2 e7 + e7p + f4 + 2 su2+g2 + 3 su2+so7+su2,3 e7 + e7p + f4 + 2 su2+g2 + 3 su2+so7+su2 + su3,T028/Ext2,1
27,2 e7 + e7p + f4 + 2 su2+g2 + 3 su2+so7+su2,3 e7 + e7p + f4 + so8 + 2 su2+g2 + 3 su2+so7+su2,T028/Ext2,1
27,2 e7 + e7p + f4 + 2 su2+g2 + 3 su2+so7+su2,e6 + 2 e7 + 2 e7p + f4 + 2 su2+g2 + 3 su2+so7+su2 + su3,T028/Ext3,1
27,2 e7 + e7p + f4 + 2 su2+g2 + 3 su2+so7+su2,e6 + 2 e7 + e7p + 2 f4 + 2 su2+g2 + 3 su2+so7+su2,T028/Ext2,1
27,2 e7 + e7p + f4 + 2 su2+g2 + 3 su2+so7+su2,e6 + 2 e7 + e7p + f4 + so8 + 2 su2+g2 + 3 su2+so7+su2,T028/Ext2,1
27,2 e7 + e7p + f4 + 2 su2+g2 + 3 su2+so7+su2,e6 + 3 e7 + e7p + f4 + 2 su2+g2 + 3 su2+so7+su2 + su3,T028/Ext3,1
27,2 e7 + e8 + 2 f4 + 4 su2+g2,2 e7 + e8 + 2 f4 + 4 su2+g2 + su2+so7+su2,T028/Ext1,1
27,2 e7 + e8 + f4 + 2 su2+g2 + 2 su2+so7+su2,2 e7 + e8 + f4 + so8 + 2 su2+g2 + 2 su2+so7+su2 + su3,T028/Ext2,1
27,2 e7 + e8 + f4 + 2 su2+g2 + 2 su2+so7+su2,2 e7 + e8 + f4 + so8 + 3 su2+g2 + 2 su2+so7+su2 + su3,T028/Ext3,1
27,2 e7 + e8 + f4 + 4 su2+g2 + su2+so7+su2,2 e7 + e8 + 2 f4 + 3 su2+g2 + 2 su2+so7+su2 + 2 su3,T028/Ext4,1
27,2 e7 + e8 + f4 + 4 su2+g2 + su2+so7+su2,2 e7 + e8 + 2 f4 + 3 su2+g2 + 2 su2+so7+su2 + su3,T028/Ext3,1
27,2 e7 + e8 + f4 + 4 su2+g2 + su2+so7+su2,2 e7 + e8 + 2 f4 + 4 su2+g2 + 2 su2+so7+su2,T028/Ext4,1
27,2 e7 + e8 + f4 + 4 su2+g2 + su2+so7+su2,2 e7 + e8 + 2 f4 + 4 su2+g2 + su2+so7+su2 + 2 su3,T028/Ext3,1
27,2 e7 + e8 + f4 + 4 su2+g2 + su2+so7+su2,2 e7 + e8 + 2 f4 + 5 su2+g2 + su2+so7+su2,T028/Ext3,1
27,2 e7 + e8 + f4 + 4 su2+g2 + su2+so7+su2,2 e7 + e8 + 2 f4 + so8 + 3 su2+g2 + 2 su2+so7+su2,T028/Ext3,1
27,2 e7 + e8 + f4 + 4 su2+g2 + su2+so7+su2,2 e7 + e8 + f4 + 2 so8 + 3 su2+g2 + 2 su2+so7+su2,T028/Ext3,1
27,2 e7 + e8 + f4 + 4 su2+g2 + su2+so7+su2,2 e7 + e8 + f4 + 3 su2+g2 + 2 su2+so7+su2 + 2 su3,T028/Ext3,1
27,2 e7 + e8 + f4 + 4 su2+g2 + su2+so7+su2,2 e7 + e8 + f4 + 3 su2+g2 + 2 su2+so7+su2 + 3 su3,T028/Ext4,1
27,2 e7 + e8 + f4 + 4 su2+g2 + su2+so7+su2,2 e7 + e8 + f4 + 4 su2+g2 + 2 su2+so7+su2,T028/Ext3,1
27,2 e7 + e8 + f4 + 4 su2+g2 + su2+so7+su2,2 e7 + e8 + f4 + 4 su2+g2 + 2 su2+so7+su2 + su3,T028/Ext4,1
27,2 e7 + e8 + f4 + 4 su2+g2 + su2+so7+su2,2 e7 + e8 + f4 + 4 su2+g2 + su2+so7+su2 + 3 su3,T028/Ext3,1
27,2 e7 + e8 + f4 + 4 su2+g2 + su2+so7+su2,2 e7 + e8 + f4 + 5 su2+g2 + su2+so7+su2 + su3,T028/Ext3,1
27,2 e7 + e8 + f4 + 4 su2+g2 + su2+so7+su2,2 e7 + e8 + f4 + 6 su2+g2 + su2+so7+su2,T028/Ext4,1
27,2 e7 + e8 + f4 + 4 su2+g2 + su2+so7+su2,2 e7 + e8 + f4 + so8 + 3 su2+g2 + 2 su2+so7+su2 + 2 su3,T028/Ext4,1
27,2 e7 + e8 + f4 + 4 su2+g2 + su2+so7+su2,2 e7 + e8 + f4 + so8 + 3 su2+g2 + 2 su2+so7+su2 + su3,T028/Ext3,1
27,2 e7 + e8 + f4 + 4 su2+g2 + su2+so7+su2,2 e7 + e8 + f4 + so8 + 4 su2+g2 + 2 su2+so7+su2,T028/Ext4,1
27,2 e7 + e8 + f4 + 4 su2+g2 + su2+so7+su2,2 e7 + e8 + f4 + so8 + 4 su2+g2 + su2+so7+su2 + 2 su3,T028/Ext3,1
27,2 e7 + e8 + f4 + 4 su2+g2 + su2+so7+su2,2 e7 + e8 + f4 + so8 + 5 su2+g2 + su2+so7+su2,T028/Ext3,1
27,2 e7 + e8 + f4 + 4 su2+g2 + su2+so7+su2 + su3,2 e7 + e8 + 2 f4 + 4 su2+g2 + 2 su2+so7+su2,T028/Ext3,1
27,2 e7 + e8 + f4 + 4 su2+g2 + su2+so7+su2 + su3,2 e7 + e8 + 2 f4 + 4 su2+g2 + su2+so7+su2 + 2 su3,T028/Ext2,1
27,2 e7 + e8 + f4 + 4 su2+g2 + su2+so7+su2 + su3,2 e7 + e8 + 2 f4 + 5 su2+g2 + su2+so7+su2 + su3,T028/Ext3,1
27,2 e7 + e8 + f4 + 4 su2+g2 + su2+so7+su2 + su3,2 e7 + e8 + f4 + 3 su2+g2 + 2 su2+so7+su2 + 2 su3,T028/Ext2,1
27,2 e7 + e8 + f4 + 4 su2+g2 + su2+so7+su2 + su3,2 e7 + e8 + f4 + 3 su2+g2 + 2 su2+so7+su2 + 3 su3,T028/Ext3,1
27,2 e7 + e8 + f4 + 4 su2+g2 + su2+so7+su2 + su3,2 e7 + e8 + f4 + 3 su2+g2 + 3 su2+so7+su2 + su3,T028/Ext4,1
27,2 e7 + e8 + f4 + 4 su2+g2 + su2+so7+su2 + su3,2 e7 + e8 + f4 + 4 su2+g2 + 2 su2+so7+su2 + su3,T028/Ext3,1
27,2 e7 + e8 + f4 + 4 su2+g2 + su2+so7+su2 + su3,2 e7 + e8 + f4 + 4 su2+g2 + su2+so7+su2 + 3 su3,T028/Ext2,1
27,2 e7 + e8 + f4 + 4 su2+g2 + su2+so7+su2 + su3,2 e7 + e8 + f4 + 5 su2+g2 + 2 su2+so7+su2,T028/Ext4,1
27,2 e7 + e8 + f4 + 4 su2+g2 + su2+so7+su2 + su3,2 e7 + e8 + f4 + 5 su2+g2 + su2+so7+su2 + 2 su3,T028/Ext3,1
27,2 e7 + e8 + f4 + 4 su2+g2 + su2+so7+su2 + su3,2 e7 + e8 + f4 + 6 su2+g2 + su2+so7+su2,T028/Ext3,1
27,2 e7 + e8 + f4 + 4 su2+g2 + su2+so7+su2 + su3,2 e7 + e8 + f4 + so8 + 3 su2+g2 + 2 su2+so7+su2 + 2 su3,T028/Ext3,1
27,2 e7 + e8 + f4 + 4 su2+g2 + su2+so7+su2 + su3,2 e7 + e8 + f4 + so8 + 3 su2+g2 + 2 su2+so7+su2 + su3,T028/Ext2,1
27,2 e7 + e8 + f4 + 4 su2+g2 + su2+so7+su2 + su3,2 e7 + e8 + f4 + so8 + 4 su2+g2 + 2 su2+so7+su2,T028/Ext3,1
27,2 e7 + e8 + f4 + 4 su2+g2 + su2+so7+su2 + su3,2 e7 + e8 + f4 + so8 + 4 su2+g2 + su2+so7+su2 + 2 su3,T028/Ext2,1
27,2 e7 + e8 + f4 + 4 su2+g2 + su2+so7+su2 + su3,2 e7 + e8 + f4 + so8 + 5 su2+g2 + su2+so7+su2 + su3,T028/Ext3,1
27,2 e7 + e8 + f4 + so8 + 3 su2+g2 + su2+so7+su2,2 e7 + e8 + f4 + so8 + 3 su2+g2 + 2 su2+so7+su2,T028/Ext3,1
27,2 e7 + e8 + f4 + so8 + 3 su2+g2 + su2+so7+su2,2 e7 + e8 + f4 + so8 + 3 su2+g2 + su2+so7+su2 + 2 su3,T028/Ext2,1
27,2 e7 + e8 + f4 + so8 + 3 su2+g2 + su2+so7+su2,2 e7 + e8 + f4 + so8 + 4 su2+g2 + su2+so7+su2 + 2 su3,T028/Ext3,1
27,2 e7 + e8 + f4 + so8 + 3 su2+g2 + su2+so7+su2,2 e7 + e8 + f4 + so8 + 5 su2+g2 + su2+so7+su2,T028/Ext3,1
27,2 e7 + e8 + f4 + so8 + 4 su2+g2 + su2+so7+su2,2 e7 + e8 + f4 + so8 + 3 su2+g2 + 2 su2+so7+su2 + 2 su3,T028/Ext3,1
27,2 e7 + e8 + f4 + so8 + 4 su2+g2 + su2+so7+su2,2 e7 + e8 + f4 + so8 + 4 su2+g2 + su2+so7+su2 + 2 su3,T028/Ext2,1
27,2 e7 + e8 + f4 + so8 + 4 su2+g2 + su2+so7+su2,2 e7 + e8 + f4 + so8 + 5 su2+g2 + su2+so7+su2,T028/Ext2,1
27,2 e8 + 2 f4 + 3 su2+g2,2 e8 + 2 f4 + 3 su2+g2 + 2 su3,T028/Ext2,1
27,2 e8 + 2 f4 + 3 su2+g2,2 e8 + 2 f4 + 4 su2+g2 + 2 su3,T028/Ext3,1
27,2 e8 + 2 f4 + 3 su2+g2,2 e8 + 2 f4 + 5 su2+g2 + 2 su3,T028/Ext4,1
27,2 e8 + 2 f4 + 3 su2+g2,2 e8 + 2 f4 + 5 su2+g2 + su3,T028/Ext3,1
27,2 e8 + 2 f4 + 3 su2+g2,2 e8 + 2 f4 + 6 su2+g2,T028/Ext3,1
27,2 e8 + 2 f4 + 3 su2+g2 + su3,2 e8 + 2 f4 + 5 su2+g2 + 2 su3,T028/Ext3,1
27,2 e8 + 2 f4 + 3 su2+g2 + su3,2 e8 + 2 f4 + 6 su2+g2,T028/Ext3,1
27,2 e8 + 2 f4 + 4 su2+g2,2 e8 + 2 f4 + 4 su2+g2 + 3 su3,T028/Ext3,1
27,2 e8 + 2 f4 + 4 su2+g2,2 e8 + 2 f4 + 5 su2+g2 + 2 su3,T028/Ext3; T028/Ext4,2
27,2 e8 + 2 f4 + 4 su2+g2,2 e8 + 2 f4 + so8 + 5 su2+g2,T028/Ext3,1
27,2 e8 + 2 f4 + 4 su2+g2 + su3,2 e8 + 2 f4 + 4 su2+g2 + 3 su3,T028/Ext2,1
27,2 e8 + 2 f4 + 4 su2+g2 + su3,2 e8 + 2 f4 + 5 su2+g2 + 2 su3,T028/Ext3,1
27,2 e8 + 2 f4 + 4 su2+g2 + su3,2 e8 + 2 f4 + 5 su2+g2 + su2+so7+su2,T028/Ext4,1
27,2 e8 + 2 f4 + 4 su2+g2 + su3,2 e8 + 2 f4 + 6 su2+g2,T028/Ext3,1
27,2 e8 + f4 + 2 so8 + 3 su2+g2,2 e8 + f4 + 2 so8 + 3 su2+g2 + 2 su3,T028/Ext2,1
27,2 e8 + f4 + 2 so8 + 3 su2+g2,2 e8 + f4 + 2 so8 + 4 su2+g2 + 2 su3,T028/Ext3,1
27,2 e8 + f4 + 2 so8 + 4 su2+g2,2 e8 + f4 + 2 so8 + 4 su2+g2 + 2 su3,T028/Ext2,1
27,2 e8 + f4 + 2 so8 + 4 su2+g2,2 e8 + f4 + 2 so8 + 5 su2+g2,T028/Ext2,1
27,2 e8 + f4 + 2 so8 + 4 su2+g2 + su3,2 e8 + f4 + 2 so8 + 5 su2+g2 + su3,T028/Ext2,1
27,2 e8 + f4 + so8 + 4 su2+g2,2 e8 + 2 f4 + so8 + 4 su2+g2 + 2 su3,T028/Ext3,1
27,2 e8 + f4 + so8 + 4 su2+g2,2 e8 + 2 f4 + so8 + 5 su2+g2,T028/Ext3,1
27,2 e8 + f4 + so8 + 4 su2+g2,2 e8 + f4 + 2 so8 + 4 su2+g2 + 2 su3,T028/Ext3,1
27,2 e8 + f4 + so8 + 4 su2+g2,2 e8 + f4 + 2 so8 + 5 su2+g2,T028/Ext3,1
27,2 e8 + f4 + so8 + 4 su2+g2,2 e8 + f4 + so8 + 4 su2+g2 + 3 su3,T028/Ext3,1
27,2 e8 + f4 + so8 + 4 su2+g2,2 e8 + f4 + so8 + 5 su2+g2 + su3,T028/Ext3,1
27,2 e8 + f4 + so8 + 4 su2+g2 + 2 su3,2 e8 + f4 + so8 + 4 su2+g2 + su2+so7+su2 + su3,T028/Ext2,1
27,2 e8 + f4 + so8 + 4 su2+g2 + 2 su3,2 e8 + f4 + so8 + 5 su2+g2 + 2 su3,T028/Ext2,1
27,2 e8 + f4 + so8 + 4 su2+g2 + su3,2 e8 + 2 f4 + so8 + 4 su2+g2 + 2 su3,T028/Ext2,1
27,2 e8 + f4 + so8 + 4 su2+g2 + su3,2 e8 + 2 f4 + so8 + 4 su2+g2 + su2+so7+su2,T028/Ext3,1
27,2 e8 + f4 + so8 + 4 su2+g2 + su3,2 e8 + f4 + 2 so8 + 4 su2+g2 + 2 su3,T028/Ext2,1
27,2 e8 + f4 + so8 + 4 su2+g2 + su3,2 e8 + f4 + 2 so8 + 4 su2+g2 + su2+so7+su2,T028/Ext3,1
27,2 e8 + f4 + so8 + 4 su2+g2 + su3,2 e8 + f4 + 2 so8 + 5 su2+g2 + su3,T028/Ext3,1
27,2 e8 + f4 + so8 + 4 su2+g2 + su3,2 e8 + f4 + so8 + 4 su2+g2 + 3 su3,T028/Ext2,1
27,2 e8 + f4 + so8 + 4 su2+g2 + su3,2 e8 + f4 + so8 + 4 su2+g2 + su2+so7+su2,T028/Ext2,1
27,2 e8 + f4 + so8 + 4 su2+g2 + su3,2 e8 + f4 + so8 + 4 su2+g2 + su2+so7+su2 + su3,T028/Ext3,1
27,2 e8 + f4 + so8 + 4 su2+g2 + su3,2 e8 + f4 + so8 + 5 su2+g2 + 2 su3,T028/Ext3,1
27,2 e8 + f4 + so8 + 4 su2+g2 + su3,2 e8 + f4 + so8 + 6 su2+g2,T028/Ext3,1
27,2 e8 + f4 + so8 + 5 su2+g2,2 e8 + f4 + 2 so8 + 4 su2+g2 + su2+so7+su2,T028/Ext2,1
27,2 e8 + f4 + so8 + 5 su2+g2,2 e8 + f4 + 2 so8 + 5 su2+g2 + su3,T028/Ext2,1
27,2 e8 + f4 + so8 + 5 su2+g2,2 e8 + f4 + so8 + 4 su2+g2 + su2+so7+su2 + su3,T028/Ext2,1
27,2 e8 + f4 + so8 + 5 su2+g2,2 e8 + f4 + so8 + 5 su2+g2 + 2 su3,T028/Ext2,1
27,2 e8 + f4 + so8 + 5 su2+g2,2 e8 + f4 + so8 + 5 su2+g2 + su2+so7+su2,T028/Ext3,1
27,2 e8 + f4 + so8 + 5 su2+g2,2 e8 + f4 + so8 + 6 su2+g2,T028/Ext2,1
