LST_type,T_H,LST_id,n_bases
N5,44,17138,22
N5,44,17153,9
N5,44,17154,11
N5,44,17406,21
N5,44,17535,6
N5,44,17587,28
N5,44,17644,19
N5,44,17645,22
N5,44,17648,73
N5,44,17688,10
N5,44,17704,64
N5,44,17747,3
N5,45,16443,98
N5,45,16457,10
N5,45,16929,21
N5,45,17152,40
N5,45,17159,9
N5,45,17160,9
N5,45,17643,53
N5,45,17646,19
N5,45,17647,16
N5,46,16463,12
N5,46,16464,10
N5,46,16838,8
N5,46,16888,5
N5,46,16889,8
N5,46,16930,35
N5,46,16931,24
N5,46,17174,9
N5,46,17175,9
N5,46,17537,7
N5,46,17538,8
N5,46,17589,9
N5,46,17590,13
N5,46,17630,4
N5,46,17651,19
N5,46,17652,22
N5,46,17752,5
N5,47,16708,8
N5,47,16709,13
N5,47,16840,7
N5,47,16887,33
N5,47,16892,3
N5,47,16893,6
N5,47,16920,7
N5,47,16921,5
N5,47,17172,19
N5,47,17448,7
N5,47,17536,15
N5,47,17544,7
N5,47,17545,7
N5,47,17584,14
N5,47,17629,30
N5,47,17640,6
N5,47,17649,78
N5,47,17700,4
N5,47,17709,10
N5,47,17737,6
N5,48,16512,27
N5,48,16513,43
N5,48,16707,65
N5,48,16847,10
N5,48,16848,7
N5,48,16868,12
N5,48,16900,53
N5,48,16901,30
N5,48,16971,41
N5,48,17173,57
N5,48,17241,12
N5,48,17243,23
N5,48,17244,19
N5,48,17447,69
N5,48,17560,8
N5,48,17561,7
N5,48,17585,19
N5,48,17592,9
N5,48,17593,10
N5,48,17650,79
N5,48,17655,29
N5,48,17699,65
N5,48,17715,8
N5,48,17738,4
N5,48,17757,8
N5,49,16511,46
N5,49,16520,13
N5,49,16521,10
N5,49,16522,13
N5,49,16523,14
N5,49,16869,7
N5,49,16891,11
N5,49,16957,11
N5,49,16973,16
N5,49,17240,23
N5,49,17242,29
N5,49,17253,12
N5,49,17255,10
N5,49,17256,14
N5,49,17257,17
N5,49,17558,13
N5,49,17586,17
N5,49,17591,12
N5,49,17597,7
N5,49,17598,9
N5,49,17631,8
N5,49,17632,12
N5,49,17653,188
N5,49,17690,3
N5,49,17719,10
N5,49,17720,9
N5,50,16469,8
N5,50,16473,8
N5,50,16474,9
N5,50,16519,22
N5,50,16546,12
N5,50,16548,18
N5,50,16550,13
N5,50,16551,10
N5,50,16552,16
N5,50,16553,12
N5,50,16594,10
N5,50,16595,11
N5,50,16870,9
N5,50,16871,7
N5,50,16936,12
N5,50,16940,13
N5,50,16941,15
N5,50,16978,24
N5,50,16979,16
N5,50,16991,8
N5,50,17177,7
N5,50,17239,16
N5,50,17252,22
N5,50,17254,18
N5,50,17286,10
N5,50,17288,12
N5,50,17291,11
N5,50,17292,12
N5,50,17318,7
N5,50,17319,10
N5,50,17320,6
N5,50,17449,15
